"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"ASCL1"	4.34894056814285e-107	0.285598807959208	0.021	0	9.53461730159639e-103	"CD8+ Cytotoxic"	"ASCL1"
"SMARCD3"	2.33473032351564e-104	0.189934179628426	0.05	0.004	5.11866276127568e-100	"CD8+ Cytotoxic"	"SMARCD3"
"CPNE2"	2.92462117538958e-104	0.260052722265044	0.07	0.008	6.41193946492411e-100	"CD8+ Cytotoxic"	"CPNE2"
"NFATC2"	6.94358268792032e-102	0.952701944706564	0.4	0.184	1.52231106849965e-97	"CD8+ Cytotoxic"	"NFATC2"
"TBX21"	6.71168403677165e-101	0.349048798339764	0.093	0.014	1.47146960822182e-96	"CD8+ Cytotoxic"	"TBX21"
"RGCC"	7.81037855319405e-101	1.10900857577589	0.397	0.173	1.71234739400226e-96	"CD8+ Cytotoxic"	"RGCC"
"NBL1"	1.87505676451072e-100	0.161090778807512	0.045	0.003	4.11087445051329e-96	"CD8+ Cytotoxic"	"NBL1"
"C12orf57"	1.56613815384076e-99	0.800512733272414	0.77	0.623	3.43360128848048e-95	"CD8+ Cytotoxic"	"C12orf57"
"RASGEF1A"	4.61687872116963e-98	0.13695115800325	0.037	0.002	1.01220449082923e-93	"CD8+ Cytotoxic"	"RASGEF1A"
"PARP8"	1.52484332612272e-97	0.852107963504273	0.36	0.155	3.34306650819146e-93	"CD8+ Cytotoxic"	"PARP8"
"GUK1"	6.58578599330799e-97	0.814597129221196	0.697	0.533	1.44386772117284e-92	"CD8+ Cytotoxic"	"GUK1"
"JUNB"	2.67999220286862e-96	1.25364893703647	0.76	0.635	5.87561490556916e-92	"CD8+ Cytotoxic"	"JUNB"
"LINC02273"	1.31284035841796e-95	0.302679086905311	0.085	0.012	2.87827120179554e-91	"CD8+ Cytotoxic"	"LINC02273"
"CCSER2"	3.16654742050485e-95	0.729445402340443	0.283	0.103	6.94233856471483e-91	"CD8+ Cytotoxic"	"CCSER2"
"OXNAD1"	6.95919634999936e-95	0.62752982303005	0.234	0.072	1.52573420777386e-90	"CD8+ Cytotoxic"	"OXNAD1"
"ADGRE5"	4.12367132128543e-94	0.986708125420207	0.42	0.2	9.04073700478618e-90	"CD8+ Cytotoxic"	"ADGRE5"
"PIK3R1"	1.1635464385307e-93	0.926385926273021	0.358	0.159	2.55095921183471e-89	"CD8+ Cytotoxic"	"PIK3R1"
"TRAV13-1"	2.54747003496449e-93	0.56607402506262	0.073	0.009	5.58507330465615e-89	"CD8+ Cytotoxic"	"TRAV13-1"
"ADGRG1"	4.84080902463729e-93	0.12631367684172	0.023	0.001	1.06129897056148e-88	"CD8+ Cytotoxic"	"ADGRG1"
"IPCEF1"	1.91907505459476e-91	0.42708865601674	0.144	0.032	4.20738014969355e-87	"CD8+ Cytotoxic"	"IPCEF1"
"GRAP2"	5.9752817175093e-91	0.537882719484207	0.17	0.044	1.31002076374674e-86	"CD8+ Cytotoxic"	"GRAP2"
"LY6E"	8.35338599402722e-91	0.878079428499478	0.587	0.361	1.83139634533053e-86	"CD8+ Cytotoxic"	"LY6E"
"KLRC4"	2.26676634013247e-90	0.0727629887602369	0.014	0	4.96965852410643e-86	"CD8+ Cytotoxic"	"KLRC4"
"TRGV5"	7.54492019860833e-90	0.425007843195039	0.061	0.007	1.65414830434289e-85	"CD8+ Cytotoxic"	"TRGV5"
"CKLF"	1.98862111399675e-88	0.799247083660505	0.378	0.174	4.35985293032648e-84	"CD8+ Cytotoxic"	"CKLF"
"SYNM"	5.74117442011255e-88	0.0926124343843199	0.024	0.001	1.25869507986548e-83	"CD8+ Cytotoxic"	"SYNM"
"PLEKHF1"	1.11218867532975e-87	0.536168699223788	0.171	0.045	2.43836245179295e-83	"CD8+ Cytotoxic"	"PLEKHF1"
"SUPT3H"	1.11273238572026e-87	0.513397128034071	0.151	0.037	2.4395544824531e-83	"CD8+ Cytotoxic"	"SUPT3H"
"CBLB"	2.3797636800346e-87	0.821759906076067	0.368	0.167	5.21739389210785e-83	"CD8+ Cytotoxic"	"CBLB"
"TRAV4"	2.69580870482679e-87	0.339739367494753	0.064	0.008	5.91029100446225e-83	"CD8+ Cytotoxic"	"TRAV4"
"FAM173A"	5.24040788434548e-86	0.911805684007726	0.372	0.18	1.1489070245639e-81	"CD8+ Cytotoxic"	"FAM173A"
"KIAA1671"	8.68781594917207e-86	0.247518186934272	0.077	0.011	1.90471676869648e-81	"CD8+ Cytotoxic"	"KIAA1671"
"PITPNC1"	1.99503353649134e-85	0.777720676379432	0.322	0.135	4.37391152540362e-81	"CD8+ Cytotoxic"	"PITPNC1"
"SARAF"	1.99651845345692e-85	0.643782682899204	0.863	0.738	4.37716705735896e-81	"CD8+ Cytotoxic"	"SARAF"
"DGKZ"	4.08476038068648e-85	0.695852809656099	0.285	0.11	8.95542865861705e-81	"CD8+ Cytotoxic"	"DGKZ"
"LDLRAP1"	1.15012294824581e-84	0.473976394154049	0.166	0.044	2.52152955173412e-80	"CD8+ Cytotoxic"	"LDLRAP1"
"B3GNT2"	3.98001099124608e-84	0.672374256170407	0.266	0.099	8.7257760972079e-80	"CD8+ Cytotoxic"	"B3GNT2"
"WIPF3"	3.89457730739155e-83	0.0694597799200227	0.016	0	8.53847128872524e-79	"CD8+ Cytotoxic"	"WIPF3"
"BTN3A2"	7.41294472973982e-83	0.805375624885157	0.411	0.208	1.62521400254816e-78	"CD8+ Cytotoxic"	"BTN3A2"
"TMSB4X"	1.59513462440662e-82	0.316637058345876	0.999	0.997	3.49717315054907e-78	"CD8+ Cytotoxic"	"TMSB4X"
"TRBV4-1"	4.72494859797575e-82	0.994227866037055	0.04	0.003	1.0358977306202e-77	"CD8+ Cytotoxic"	"TRBV4-1"
"AC026979.2"	1.02067544772894e-81	0.593962522681909	0.203	0.064	2.23772885160093e-77	"CD8+ Cytotoxic"	"AC026979.2"
"AC079341.1"	4.88564336422302e-81	0.0563041148371476	0.013	0	1.07112845117226e-76	"CD8+ Cytotoxic"	"AC079341.1"
"VIPR2"	1.05445085349534e-80	0.26151215928684	0.049	0.005	2.31177805120319e-76	"CD8+ Cytotoxic"	"VIPR2"
"CD44"	1.0877765786926e-80	0.764676200153229	0.716	0.507	2.38484137112567e-76	"CD8+ Cytotoxic"	"CD44"
"MT1X"	6.31136636040245e-80	0.689852640222699	0.287	0.115	1.38370396085463e-75	"CD8+ Cytotoxic"	"MT1X"
"KLRK1"	4.33676264733199e-79	0.145415052475639	0.046	0.004	9.50791842801066e-75	"CD8+ Cytotoxic"	"KLRK1"
"LEF1"	5.37922476141279e-79	0.538507888233491	0.169	0.046	1.17934123669214e-74	"CD8+ Cytotoxic"	"LEF1"
"COLGALT2"	8.68315480944532e-79	0.0947689386908863	0.022	0.001	1.90369486042279e-74	"CD8+ Cytotoxic"	"COLGALT2"
"SAMHD1"	1.61248788269152e-78	0.647920876436795	0.27	0.103	3.53521843401289e-74	"CD8+ Cytotoxic"	"SAMHD1"
"EIF4E3"	2.3479859796463e-78	0.218209138336099	0.066	0.009	5.14772446177656e-74	"CD8+ Cytotoxic"	"EIF4E3"
"SPATA13"	4.82851615766665e-78	0.517003757628226	0.184	0.055	1.05860388240684e-73	"CD8+ Cytotoxic"	"SPATA13"
"FAM105A"	6.39766140089436e-78	0.255081807376781	0.092	0.017	1.40262328553208e-73	"CD8+ Cytotoxic"	"FAM105A"
"PTPRC"	5.90694992167316e-77	0.542578859174003	0.913	0.848	1.29503970082762e-72	"CD8+ Cytotoxic"	"PTPRC"
"EPHA1-AS1"	1.81278291514002e-76	0.181182696373873	0.045	0.004	3.97434526315297e-72	"CD8+ Cytotoxic"	"EPHA1-AS1"
"VSIG4"	4.95634862698005e-76	0.0529719011508352	0.01	0	1.08662987297911e-71	"CD8+ Cytotoxic"	"VSIG4"
"CD84"	3.02882255464477e-75	0.599578921965675	0.221	0.077	6.64039056880319e-71	"CD8+ Cytotoxic"	"CD84"
"ITGAL"	4.33362321876542e-75	0.805936752615907	0.391	0.201	9.50103554482131e-71	"CD8+ Cytotoxic"	"ITGAL"
"RPS3"	4.34766655065521e-75	0.296087055326307	0.999	0.997	9.53182414565649e-71	"CD8+ Cytotoxic"	"RPS3"
"TNIP3"	6.82331382483257e-75	0.243823571941296	0.057	0.007	1.49594332295629e-70	"CD8+ Cytotoxic"	"TNIP3"
"MMP23B"	1.00022490790858e-74	0.117793160713063	0.027	0.002	2.19289308809876e-70	"CD8+ Cytotoxic"	"MMP23B"
"TNFSF14"	2.41759130977201e-74	0.259542562992163	0.066	0.009	5.30032718754415e-70	"CD8+ Cytotoxic"	"TNFSF14"
"TTC16"	5.80525106633984e-74	0.0681788479303093	0.02	0.001	1.27274324378435e-69	"CD8+ Cytotoxic"	"TTC16"
"PDE4DIP"	7.50925923752259e-74	0.698193879332893	0.228	0.083	1.64632999523445e-69	"CD8+ Cytotoxic"	"PDE4DIP"
"ZNF831"	4.13621990492466e-73	0.52301827018796	0.167	0.049	9.06824851955683e-69	"CD8+ Cytotoxic"	"ZNF831"
"RAB38"	1.0791109682366e-72	0.0837288482447122	0.02	0.001	2.36584288676191e-68	"CD8+ Cytotoxic"	"RAB38"
"TRAV8-2"	1.23336570236031e-72	0.361542194381042	0.06	0.008	2.70403096585474e-68	"CD8+ Cytotoxic"	"TRAV8-2"
"LINC01934"	8.94237756032042e-72	0.249333220145172	0.075	0.012	1.96052685632465e-67	"CD8+ Cytotoxic"	"LINC01934"
"COL6A2"	1.15739993421042e-71	0.181881223528294	0.043	0.004	2.53748361576292e-67	"CD8+ Cytotoxic"	"COL6A2"
"CYP4F22"	2.23863946418362e-71	0.0426481847927947	0.01	0	4.90799316127617e-67	"CD8+ Cytotoxic"	"CYP4F22"
"INPP4A"	2.73530120680416e-71	0.396979011689634	0.135	0.035	5.99687436579745e-67	"CD8+ Cytotoxic"	"INPP4A"
"PAM"	1.72369292072142e-70	0.378059602127333	0.098	0.02	3.77902435938965e-66	"CD8+ Cytotoxic"	"PAM"
"TRBV27"	2.68551826297647e-70	0.789962280249588	0.046	0.005	5.88773023974961e-66	"CD8+ Cytotoxic"	"TRBV27"
"MYO1F"	9.80361545297321e-70	0.624104881821698	0.232	0.087	2.14934465190985e-65	"CD8+ Cytotoxic"	"MYO1F"
"SUN2"	1.11257986222985e-69	0.750320115985319	0.438	0.25	2.43922008995272e-65	"CD8+ Cytotoxic"	"SUN2"
"TRGV3"	3.29265175738329e-69	0.517946988203693	0.095	0.02	7.21880971288713e-65	"CD8+ Cytotoxic"	"TRGV3"
"RBMS1"	3.8998346091496e-69	0.597693737227018	0.283	0.121	8.54999739709959e-65	"CD8+ Cytotoxic"	"RBMS1"
"GABARAPL1"	1.07857828814933e-68	0.494452118531091	0.163	0.049	2.3646750389386e-64	"CD8+ Cytotoxic"	"GABARAPL1"
"ATP5F1E"	1.61621387695299e-68	0.448293686121565	0.945	0.933	3.54338730383174e-64	"CD8+ Cytotoxic"	"ATP5F1E"
"APBA2"	2.17183900656918e-68	0.234126181643657	0.075	0.013	4.76153983800227e-64	"CD8+ Cytotoxic"	"APBA2"
"CHST12"	2.51629473345186e-68	0.654741415598013	0.222	0.084	5.51672457361985e-64	"CD8+ Cytotoxic"	"CHST12"
"TBC1D2B"	4.48141607507452e-68	0.441257002396949	0.13	0.034	9.82505660299339e-64	"CD8+ Cytotoxic"	"TBC1D2B"
"RPS12"	3.21156034667652e-67	0.287900594439988	1	0.998	7.04102490405361e-63	"CD8+ Cytotoxic"	"RPS12"
"PDGFB"	3.60448464457012e-67	0.0693088498515918	0.019	0.001	7.90247213475553e-63	"CD8+ Cytotoxic"	"PDGFB"
"CD300A"	4.20283014050806e-67	0.347994965799409	0.102	0.023	9.21428480004987e-63	"CD8+ Cytotoxic"	"CD300A"
"TRBV20-1"	1.94382722740528e-66	1.02645339213587	0.089	0.018	4.26164681336335e-62	"CD8+ Cytotoxic"	"TRBV20-1"
"IFNG-AS1"	2.06300469515527e-66	0.566070409518233	0.181	0.061	4.52293149365842e-62	"CD8+ Cytotoxic"	"IFNG-AS1"
"GLIPR2"	1.98075681448557e-65	0.586554209777245	0.208	0.077	4.34261124007816e-61	"CD8+ Cytotoxic"	"GLIPR2"
"KIR3DL1"	3.49553471770008e-65	0.0580318127559035	0.007	0	7.66361031508566e-61	"CD8+ Cytotoxic"	"KIR3DL1"
"AC074366.1"	3.49553471770008e-65	0.0344777031602911	0.007	0	7.66361031508566e-61	"CD8+ Cytotoxic"	"AC074366.1"
"ATXN1"	7.80715072661089e-65	0.428770354813686	0.148	0.043	1.71163972530217e-60	"CD8+ Cytotoxic"	"ATXN1"
"RAB27A"	1.27127795225887e-64	0.63927871786182	0.302	0.139	2.78714978253235e-60	"CD8+ Cytotoxic"	"RAB27A"
"ACSL6"	2.92145091694173e-64	0.198003136006892	0.055	0.008	6.40498899030304e-60	"CD8+ Cytotoxic"	"ACSL6"
"VIM"	3.3884648131667e-64	0.719816805708013	0.748	0.563	7.42887025638667e-60	"CD8+ Cytotoxic"	"VIM"
"MICAL2"	1.06489128282189e-63	0.218483165961001	0.053	0.007	2.33466764845872e-59	"CD8+ Cytotoxic"	"MICAL2"
"SPATS2L"	2.39784001359309e-63	0.274769107311508	0.086	0.017	5.25702444580149e-59	"CD8+ Cytotoxic"	"SPATS2L"
"KIAA1551"	2.57286729675227e-63	0.72757770467615	0.604	0.437	5.64075426139967e-59	"CD8+ Cytotoxic"	"KIAA1551"
"KIR2DL1"	9.74564362110896e-63	0.0336757491449633	0.006	0	2.13663490749193e-58	"CD8+ Cytotoxic"	"KIR2DL1"
"MCL1"	1.52663895821079e-62	0.874098326860769	0.582	0.429	3.34700325198133e-58	"CD8+ Cytotoxic"	"MCL1"
"IKZF2"	4.54779089070272e-62	0.454396990753865	0.137	0.039	9.97057674877663e-58	"CD8+ Cytotoxic"	"IKZF2"
"TRAV30"	1.19332684426531e-61	0.209056592973216	0.024	0.002	2.61624977336726e-57	"CD8+ Cytotoxic"	"TRAV30"
"TSPAN14"	1.88028170474027e-61	0.551420929930042	0.247	0.102	4.12232960947257e-57	"CD8+ Cytotoxic"	"TSPAN14"
"TRBV7-9"	8.42035343817582e-61	0.981754212005322	0.049	0.007	1.84607828778567e-56	"CD8+ Cytotoxic"	"TRBV7-9"
"TTC39B"	3.49233217996486e-60	0.336951184344851	0.117	0.03	7.65658907135496e-56	"CD8+ Cytotoxic"	"TTC39B"
"TSEN54"	6.88983746387472e-60	0.617613730756209	0.265	0.119	1.51052796557989e-55	"CD8+ Cytotoxic"	"TSEN54"
"APOBEC3H"	7.90425071530658e-60	0.190997011983225	0.043	0.005	1.73292792682381e-55	"CD8+ Cytotoxic"	"APOBEC3H"
"PLCL1"	8.28422950395277e-59	0.157394507950141	0.04	0.004	1.81623447644661e-54	"CD8+ Cytotoxic"	"PLCL1"
"LINC00243"	9.24032530992475e-59	0.131498417285839	0.036	0.004	2.0258489209479e-54	"CD8+ Cytotoxic"	"LINC00243"
"CLIC3"	1.1892729900479e-58	0.432611428967745	0.128	0.036	2.60736210338102e-54	"CD8+ Cytotoxic"	"CLIC3"
"ETS1"	1.63835540003919e-58	0.70841076801271	0.544	0.382	3.59193037904591e-54	"CD8+ Cytotoxic"	"ETS1"
"SSR4"	1.99862312432226e-58	0.338388641266348	0.743	0.628	4.38178133776413e-54	"CD8+ Cytotoxic"	"SSR4"
"APOL6"	2.46504718416237e-58	0.508844157784012	0.187	0.067	5.40436944655758e-54	"CD8+ Cytotoxic"	"APOL6"
"DGCR6L"	5.00947369909375e-58	0.65179825315755	0.302	0.15	1.09827701378931e-53	"CD8+ Cytotoxic"	"DGCR6L"
"STMN3"	6.62074504301634e-58	0.37016628138769	0.129	0.037	1.4515321432309e-53	"CD8+ Cytotoxic"	"STMN3"
"KLRC1"	7.1435620788959e-58	0.218252565596865	0.027	0.002	1.56615455017714e-53	"CD8+ Cytotoxic"	"KLRC1"
"FLT3LG"	1.31737261706733e-57	0.522351836544932	0.212	0.082	2.88820772565841e-53	"CD8+ Cytotoxic"	"FLT3LG"
"DRAP1"	1.9705566307048e-57	0.706327989988577	0.545	0.396	4.3202483571572e-53	"CD8+ Cytotoxic"	"DRAP1"
"PTMS"	2.46842766508809e-57	0.60310727383733	0.204	0.079	5.41178081293913e-53	"CD8+ Cytotoxic"	"PTMS"
"DHRS3"	2.7539701294898e-57	0.150161566783906	0.036	0.004	6.03780411189343e-53	"CD8+ Cytotoxic"	"DHRS3"
"TMEM155"	8.08619012659468e-57	0.0741092660695991	0.011	0	1.77281632335462e-52	"CD8+ Cytotoxic"	"TMEM155"
"PTGER2"	1.12211851278979e-56	0.151472414227513	0.029	0.002	2.46013262744034e-52	"CD8+ Cytotoxic"	"PTGER2"
"YES1"	1.18215269488966e-56	0.152006074054414	0.046	0.006	2.59175156827608e-52	"CD8+ Cytotoxic"	"YES1"
"PLCG1"	1.80140859212671e-56	0.500805044114305	0.189	0.069	3.94940819737859e-52	"CD8+ Cytotoxic"	"PLCG1"
"MSC"	3.30029382966202e-56	0.193117263247274	0.045	0.006	7.23556419215102e-52	"CD8+ Cytotoxic"	"MSC"
"PSME1"	4.86194049722983e-56	0.521733966766076	0.809	0.759	1.06593183461267e-51	"CD8+ Cytotoxic"	"PSME1"
"ME1"	1.24227994354116e-55	0.0278587806323694	0.006	0	2.72357454821965e-51	"CD8+ Cytotoxic"	"ME1"
"TOMM7"	2.23724193972196e-55	0.440275442593356	0.916	0.874	4.90492922864642e-51	"CD8+ Cytotoxic"	"TOMM7"
"IL10RA"	8.26519095527375e-55	0.678257573370048	0.366	0.207	1.81206046503422e-50	"CD8+ Cytotoxic"	"IL10RA"
"KLRC4-KLRK1"	1.67360713819607e-54	0.0340216305030919	0.01	0	3.66921628978106e-50	"CD8+ Cytotoxic"	"KLRC4-KLRK1"
"DNAJB1"	6.73582928845888e-54	0.567090375590557	0.644	0.452	1.47676321320173e-49	"CD8+ Cytotoxic"	"DNAJB1"
"CAPN2"	1.40653496085015e-53	0.539728681129872	0.217	0.091	3.08368724816787e-49	"CD8+ Cytotoxic"	"CAPN2"
"SBK1"	1.73066497286299e-53	0.140962001997837	0.032	0.003	3.79430988650482e-49	"CD8+ Cytotoxic"	"SBK1"
"IFITM2"	4.65292720480995e-53	0.660004100551892	0.743	0.617	1.02010776038253e-48	"CD8+ Cytotoxic"	"IFITM2"
"ABHD17A"	5.01986865395732e-53	0.516105954429888	0.223	0.095	1.1005560036936e-48	"CD8+ Cytotoxic"	"ABHD17A"
"SIGIRR"	5.63546741164585e-53	0.656389083125862	0.387	0.23	1.23551987532924e-48	"CD8+ Cytotoxic"	"SIGIRR"
"TMA7"	6.36862348126314e-53	0.395824528385844	0.926	0.9	1.39625701203213e-48	"CD8+ Cytotoxic"	"TMA7"
"ARAP2"	7.24935309693172e-53	0.609687136928363	0.294	0.143	1.58934817297131e-48	"CD8+ Cytotoxic"	"ARAP2"
"PNRC1"	7.41041607635042e-53	0.682026079775271	0.721	0.614	1.62465962057907e-48	"CD8+ Cytotoxic"	"PNRC1"
"NR4A2"	1.47311213982049e-52	0.782983429108692	0.41	0.233	3.22965105534243e-48	"CD8+ Cytotoxic"	"NR4A2"
"AL158071.2"	1.81370579365855e-52	0.0401622459913204	0.009	0	3.97636858201701e-48	"CD8+ Cytotoxic"	"AL158071.2"
"ITGB2"	3.4758970850444e-52	0.644469211723471	0.605	0.453	7.62055676925134e-48	"CD8+ Cytotoxic"	"ITGB2"
"AL158071.3"	4.9825448905427e-52	0.0481423880921073	0.01	0	1.09237314180258e-47	"CD8+ Cytotoxic"	"AL158071.3"
"KERA"	7.41088891029321e-52	0.0193250047260189	0.004	0	1.62476328469268e-47	"CD8+ Cytotoxic"	"KERA"
"CYTH3"	1.13133266334119e-51	0.193763497401058	0.055	0.009	2.48033373110922e-47	"CD8+ Cytotoxic"	"CYTH3"
"CPD"	1.81479036961295e-51	0.386405082025891	0.11	0.03	3.97874640633944e-47	"CD8+ Cytotoxic"	"CPD"
"KLRB1"	2.59408466089127e-51	1.00107740714813	0.16	0.055	5.68727121053803e-47	"CD8+ Cytotoxic"	"KLRB1"
"KIR2DL4"	3.62005994125172e-51	0.0939449959018533	0.013	0	7.93661941520028e-47	"CD8+ Cytotoxic"	"KIR2DL4"
"BTN3A1"	5.10928254270896e-51	0.540983433764758	0.227	0.099	1.12015910466351e-46	"CD8+ Cytotoxic"	"BTN3A1"
"FCGBP"	5.50304237579367e-51	0.10495071766316	0.034	0.004	1.206487010469e-46	"CD8+ Cytotoxic"	"FCGBP"
"SPOCK2"	5.94431180539059e-51	0.552234595868121	0.383	0.206	1.30323092021383e-46	"CD8+ Cytotoxic"	"SPOCK2"
"FCGR3A"	1.43506418733296e-50	0.0785161166056535	0.018	0.001	3.14623472430879e-46	"CD8+ Cytotoxic"	"FCGR3A"
"ST8SIA1"	1.47934439174894e-50	0.21719174595762	0.085	0.02	3.24331464447039e-46	"CD8+ Cytotoxic"	"ST8SIA1"
"TMEM204"	1.78887388052581e-50	0.240404152159976	0.075	0.016	3.9219270956648e-46	"CD8+ Cytotoxic"	"TMEM204"
"TRAV17"	2.38915704070662e-50	0.399888712754337	0.039	0.005	5.2379878960452e-46	"CD8+ Cytotoxic"	"TRAV17"
"DNAJC1"	4.47819625200172e-50	0.59275546617225	0.251	0.117	9.81799746288857e-46	"CD8+ Cytotoxic"	"DNAJC1"
"ZNF853"	5.28590740186402e-50	0.123631905954959	0.025	0.002	1.15888233878467e-45	"CD8+ Cytotoxic"	"ZNF853"
"EPYC"	5.92446351426425e-50	0.0532750079703718	0.006	0	1.29887938086729e-45	"CD8+ Cytotoxic"	"EPYC"
"GPRIN3"	8.87118946484523e-50	0.534597829192668	0.25	0.113	1.94491957827267e-45	"CD8+ Cytotoxic"	"GPRIN3"
"TBCD"	1.22132815379101e-49	0.500892854968762	0.154	0.055	2.6776398443714e-45	"CD8+ Cytotoxic"	"TBCD"
"ATXN7.1"	4.5127248760868e-49	0.247120569144613	0.072	0.015	9.89369801833271e-45	"CD8+ Cytotoxic"	"ATXN7.1"
"RASGRP1"	6.04205637177618e-49	0.52710530702559	0.212	0.091	1.32466043894821e-44	"CD8+ Cytotoxic"	"RASGRP1"
"UBL3"	1.04735911945526e-48	0.538394262502144	0.207	0.088	2.2962301334937e-44	"CD8+ Cytotoxic"	"UBL3"
"TRAV6"	1.07318375353852e-48	0.213603933719765	0.029	0.003	2.35284806125785e-44	"CD8+ Cytotoxic"	"TRAV6"
"RPS14"	1.52570523879224e-48	0.230529503765944	0.997	0.996	3.34495616552811e-44	"CD8+ Cytotoxic"	"RPS14"
"RCAN2"	1.62665234656435e-48	0.067021868143217	0.015	0.001	3.56627260460768e-44	"CD8+ Cytotoxic"	"RCAN2"
"MT1F"	2.14385255074153e-48	0.500657096779772	0.173	0.066	4.70018233224574e-44	"CD8+ Cytotoxic"	"MT1F"
"B3GAT1"	5.64978771600287e-48	0.102002077187814	0.021	0.001	1.23865945885647e-43	"CD8+ Cytotoxic"	"B3GAT1"
"TRAV19"	6.63557541458113e-48	0.395151721937778	0.039	0.005	1.45478355389277e-43	"CD8+ Cytotoxic"	"TRAV19"
"LITAF"	7.966586684204e-48	0.767306537517023	0.555	0.425	1.74659446464489e-43	"CD8+ Cytotoxic"	"LITAF"
"TNFSF9"	8.63628846889938e-48	0.643352889484941	0.15	0.053	1.8934198839215e-43	"CD8+ Cytotoxic"	"TNFSF9"
"AC022706.1"	1.0508853826103e-47	0.288394114152001	0.084	0.021	2.30396111283483e-43	"CD8+ Cytotoxic"	"AC022706.1"
"HLA-E"	1.40178850044614e-47	0.394740529437603	0.94	0.89	3.07328110837813e-43	"CD8+ Cytotoxic"	"HLA-E"
"ARHGAP26"	1.5117515074962e-47	0.273908551694389	0.084	0.021	3.31436400503466e-43	"CD8+ Cytotoxic"	"ARHGAP26"
"TMEM71"	4.23796002726697e-47	0.262358450041485	0.076	0.017	9.2913035637801e-43	"CD8+ Cytotoxic"	"TMEM71"
"H3F3B"	4.24754320749171e-47	0.450659033670265	0.94	0.904	9.31231372810483e-43	"CD8+ Cytotoxic"	"H3F3B"
"GALNT11"	4.69618279944626e-47	0.355881564603476	0.117	0.036	1.0295911169506e-42	"CD8+ Cytotoxic"	"GALNT11"
"TXK"	4.7455100633125e-47	0.314481659627712	0.091	0.023	1.04040562628063e-42	"CD8+ Cytotoxic"	"TXK"
"AFAP1"	4.88686504879522e-47	0.106801365531455	0.031	0.003	1.07139629329786e-42	"CD8+ Cytotoxic"	"AFAP1"
"SURF4"	6.12026649325418e-47	0.587565628308762	0.305	0.165	1.34180722598105e-42	"CD8+ Cytotoxic"	"SURF4"
"PDCD1"	8.13566833056513e-47	0.415874978223747	0.178	0.067	1.7836639247931e-42	"CD8+ Cytotoxic"	"PDCD1"
"AL365361.1"	1.00051046013028e-46	0.312112224367737	0.08	0.019	2.19351913278964e-42	"CD8+ Cytotoxic"	"AL365361.1"
"RPL41"	1.13370037079777e-46	0.212617883203931	0.999	0.999	2.48552469293703e-42	"CD8+ Cytotoxic"	"RPL41"
"TRBV14"	1.63198526058304e-46	0.541051703118454	0.026	0.002	3.57796448530226e-42	"CD8+ Cytotoxic"	"TRBV14"
"TRBV6-5"	1.73070486725157e-46	0.587331628800688	0.045	0.007	3.79439735096235e-42	"CD8+ Cytotoxic"	"TRBV6-5"
"SLC4A4"	4.32568064672787e-46	0.0283424729050461	0.007	0	9.48362224988618e-42	"CD8+ Cytotoxic"	"SLC4A4"
"VPS26B"	1.812265110066e-45	0.372994454908145	0.132	0.045	3.97321002730869e-41	"CD8+ Cytotoxic"	"VPS26B"
"RTL6"	2.31850201436446e-45	0.171322699724057	0.046	0.007	5.08308381629264e-41	"CD8+ Cytotoxic"	"RTL6"
"AC004817.3"	2.54192853496778e-45	0.0809149414246447	0.019	0.001	5.57292412006336e-41	"CD8+ Cytotoxic"	"AC004817.3"
"GATA6"	2.67247563270734e-45	0.0217875285083949	0.006	0	5.85913557714756e-41	"CD8+ Cytotoxic"	"GATA6"
"AC246785.3"	2.98659147211121e-45	0.210032624979798	0.058	0.011	6.54780314345663e-41	"CD8+ Cytotoxic"	"AC246785.3"
"LINC00649"	3.4795102396248e-45	0.371346836666481	0.122	0.039	7.6284782493534e-41	"CD8+ Cytotoxic"	"LINC00649"
"RALGDS"	3.62668029303942e-45	0.4559819446866	0.167	0.065	7.95113387445962e-41	"CD8+ Cytotoxic"	"RALGDS"
"SLC27A2"	4.05611519330533e-45	0.116063668658231	0.029	0.003	8.89262694980261e-41	"CD8+ Cytotoxic"	"SLC27A2"
"HLA-F"	7.70539272676723e-45	0.608681827309179	0.598	0.466	1.68933030141645e-40	"CD8+ Cytotoxic"	"HLA-F"
"ATP8B2"	9.02065180521144e-45	0.2939912782895	0.083	0.021	1.97768770177456e-40	"CD8+ Cytotoxic"	"ATP8B2"
"DBN1"	1.03491123751355e-44	0.17726810788098	0.046	0.007	2.2689393971247e-40	"CD8+ Cytotoxic"	"DBN1"
"PRDM1"	1.37585957830863e-44	0.53241022741406	0.173	0.069	3.01643453948383e-40	"CD8+ Cytotoxic"	"PRDM1"
"PPDPF"	4.00640139890216e-44	0.433574106422772	0.854	0.826	8.78363442695309e-40	"CD8+ Cytotoxic"	"PPDPF"
"LINC002481"	4.20036559834716e-44	0.0521407458870119	0.015	0.001	9.20888153781632e-40	"CD8+ Cytotoxic"	"LINC002481"
"SLAMF8"	6.64810014745538e-44	0.10014425444956	0.024	0.002	1.45752947632812e-39	"CD8+ Cytotoxic"	"SLAMF8"
"GALM"	7.9347296594358e-44	0.430277073068867	0.143	0.051	1.7396101305347e-39	"CD8+ Cytotoxic"	"GALM"
